Survived,Pclass,Age,Fare,Family,Sex,Embarked,Deck
0.0,0.8419164182590155,-0.5470504290182645,-0.5032708482339413,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
1.0,-1.5460978645168275,0.5635515213326929,0.7347559687085772,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,-1.923607835185317
1.0,0.8419164182590155,-0.2693999414305252,-0.49022032449963115,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,-1.5460978645168275,0.3553136556418884,0.38319806023734587,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,-1.923607835185317
0.0,0.8419164182590155,0.3553136556418884,-0.48780356084512927,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.18885845030883552,-0.4799094440440644,-0.43216128079702715,0.7434969153318309,-0.6063234439874863,0.5078354404593141
0.0,-1.5460978645168275,1.6741534716836504,0.35927210005777727,-0.43216128079702715,0.7434969153318309,0.6222793240924203,-0.9510305249274646
0.0,0.8419164182590155,-1.9353028669569614,-0.2359767880460341,2.313950935529713,0.7434969153318309,0.6222793240924203,0.5078354404593141
1.0,0.8419164182590155,-0.19998731953359034,-0.42819070183772434,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,-0.352090723128906,-1.1023514041937432,-0.0620510081806905,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,0.5078354404593141
1.0,0.8419164182590155,-1.7964776231630917,-0.32056351595359966,2.313950935529713,-1.3449954927569385,0.6222793240924203,0.02154678533038783
1.0,-1.5460978645168275,1.9518039592713896,-0.13012253997885204,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,-1.923607835185317
0.0,0.8419164182590155,-0.6858756728121342,-0.48780356084512927,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,0.6329641432296277,-0.03876887383868125,2.313950935529713,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-1.1023514041937432,-0.4915891794335411,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,-0.352090723128906,1.7435660935805852,-0.33409739241881015,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-1.9353028669569614,-0.08033720869611345,2.313950935529713,0.7434969153318309,-0.6063234439874863,0.5078354404593141
1.0,-0.352090723128906,0.1702133305833955,-0.3920997201268551,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,0.07766316805414901,-0.2954291739467802,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,0.8419164182590155,-1.0329387822968084,-0.5037542009648417,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,0.5078354404593141
0.0,-0.352090723128906,0.3553136556418884,-0.14075630005866027,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
1.0,-0.352090723128906,0.2859010337449535,-0.3920997201268551,-0.43216128079702715,0.7434969153318309,0.6222793240924203,-1.437319180056391
1.0,0.8419164182590155,-1.0329387822968084,-0.4882057103172384,-0.43216128079702715,-1.3449954927569385,-0.6063234439874863,0.5078354404593141
1.0,-1.5460978645168275,-0.1305746976366555,0.042917737683482095,-0.43216128079702715,0.7434969153318309,0.6222793240924203,-2.8961851454431695
0.0,0.8419164182590155,-1.5188271355753522,-0.2359767880460341,2.313950935529713,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,0.8419164182590155,0.5635515213326929,-0.03659378654962955,2.313950935529713,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,0.5461983658584592,-0.5037542009648417,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
0.0,-1.5460978645168275,-0.7552882947090691,4.441427588876891,2.313950935529713,0.7434969153318309,0.6222793240924203,-1.923607835185317
1.0,0.8419164182590155,-0.5933255102828877,-0.49110582670264064,-0.43216128079702715,-1.3449954927569385,-0.6063234439874863,0.5078354404593141
0.0,0.8419164182590155,-0.41937852316712254,-0.4907848804893228,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,-1.5460978645168275,0.7023767651265626,-0.10748616488532568,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
1.0,-1.5460978645168275,1.951803698615543,2.189406012353255,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,-2.4098964903142432
1.0,0.8419164182590155,-0.7090132134444458,-0.4936037936159338,-0.43216128079702715,-1.3449954927569385,-0.6063234439874863,0.5078354404593141
0.0,-0.352090723128906,2.5071049344468683,-0.4404349932168926,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,-1.5460978645168275,-0.1305746976366555,0.9452560830156903,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
0.0,-1.5460978645168275,0.8412020089204323,0.3619305400777294,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
1.0,0.8419164182590155,-0.3619501039597716,-0.5036729977060505,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
0.0,0.8419164182590155,-0.6164630509151994,-0.48780356084512927,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.8247009166060039,-0.2954291739467802,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
1.0,0.8419164182590155,-1.1023514041937432,-0.42609488439654025,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,0.5078354404593141
0.0,0.8419164182590155,0.7023767651265626,-0.4602524551838079,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,-0.352090723128906,-0.19998731953359034,-0.23742684623873522,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,0.1702133305833955,-0.4907848804893228,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
1.0,-0.352090723128906,-1.8658902450600265,0.16045365455106442,2.313950935529713,-1.3449954927569385,-1.8349262120673928,0.5078354404593141
1.0,0.8419164182590155,-0.7552882947090691,-0.49110582670264064,-0.43216128079702715,-1.3449954927569385,-0.6063234439874863,0.5078354404593141
0.0,0.8419164182590155,-0.1305746976366555,-0.48780356084512927,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.18843954287121367,-0.34376444703681763,-0.43216128079702715,0.7434969153318309,-0.6063234439874863,0.5078354404593141
1.0,0.8419164182590155,-0.7090132134444458,-0.4936037936159338,-0.43216128079702715,-1.3449954927569385,-0.6063234439874863,0.5078354404593141
0.0,0.8419164182590155,-0.6916118594859613,-0.2242951192456338,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
0.0,0.8419164182590155,-0.8247009166060039,-0.29929599579398314,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-1.588239757472287,0.12387932010929485,2.313950935529713,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.6164630509151994,-0.49263708815413304,-0.43216128079702715,0.7434969153318309,0.6222793240924203,0.5078354404593141
1.0,-1.5460978645168275,1.327090362198976,0.8400475941969913,-0.43216128079702715,-1.3449954927569385,-1.8349262120673928,-1.437319180056391
1.0,-0.352090723128906,-0.06116207573972066,-0.14075630005866027,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,-1.5460978645168275,2.4376923125499332,0.5548694829657701,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,-2.4098964903142432
1.0,-1.5460978645168275,1.493315325162696,0.042917737683482095,-0.43216128079702715,0.7434969153318309,0.6222793240924203,-1.923607835185317
1.0,-0.352090723128906,-0.6164630509151994,-0.4404349932168926,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.09586838668818809,-0.5036729977060505,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
1.0,-0.352090723128906,-1.7270650012661568,-0.10692160889563405,2.313950935529713,-1.3449954927569385,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-1.3105892698845478,0.2633265829740529,2.313950935529713,0.7434969153318309,0.6222793240924203,0.5078354404593141
0.0,0.8419164182590155,-0.5470504290182645,-0.5036729977060505,-0.43216128079702715,0.7434969153318309,-1.8349262120673928,0.5078354404593141
1.0,-1.5460978645168275,0.5635515213326929,0.903285598686149,-0.43216128079702715,-1.3449954927569385,0.6222793240924203,-2.4098964903142432
